 0.250000E+00      0.394130E+02
 0.100000E+00      0.400000E+02
 0.248500E+00      0.394169E+02
 0.247000E+00      0.394208E+02
 0.245500E+00      0.394247E+02
 0.244000E+00      0.394286E+02
 0.242500E+00      0.394326E+02
 0.241000E+00      0.394365E+02
 0.239500E+00      0.394405E+02
 0.238000E+00      0.394446E+02
 0.236500E+00      0.394486E+02
 0.235000E+00      0.394527E+02
 0.233500E+00      0.394568E+02
 0.232000E+00      0.394609E+02
 0.230500E+00      0.394651E+02
 0.229000E+00      0.394692E+02
 0.227500E+00      0.394735E+02
 0.226000E+00      0.394777E+02
 0.224500E+00      0.394820E+02
 0.223000E+00      0.394863E+02
 0.221500E+00      0.394906E+02
 0.220000E+00      0.394949E+02
 0.218500E+00      0.394993E+02
 0.217000E+00      0.395037E+02
 0.215500E+00      0.395082E+02
 0.214000E+00      0.395126E+02
 0.212500E+00      0.395171E+02
 0.211000E+00      0.395217E+02
 0.209500E+00      0.395263E+02
 0.208000E+00      0.395309E+02
 0.206500E+00      0.395355E+02
 0.205000E+00      0.395402E+02
 0.203500E+00      0.395449E+02
 0.202000E+00      0.395496E+02
 0.200500E+00      0.395544E+02
 0.199000E+00      0.395592E+02
 0.197500E+00      0.395640E+02
 0.196000E+00      0.395689E+02
 0.194500E+00      0.395738E+02
 0.193000E+00      0.395788E+02
 0.191500E+00      0.395838E+02
 0.190000E+00      0.395888E+02
 0.188500E+00      0.395939E+02
 0.187000E+00      0.395990E+02
 0.185500E+00      0.396042E+02
 0.184000E+00      0.396094E+02
 0.182500E+00      0.396146E+02
 0.181000E+00      0.396199E+02
 0.179500E+00      0.396253E+02
 0.178000E+00      0.396306E+02
 0.176500E+00      0.396361E+02
 0.175000E+00      0.396415E+02
 0.173500E+00      0.396470E+02
 0.172000E+00      0.396526E+02
 0.170500E+00      0.396582E+02
 0.169000E+00      0.396639E+02
 0.167500E+00      0.396696E+02
 0.166000E+00      0.396753E+02
 0.164500E+00      0.396812E+02
 0.163000E+00      0.396870E+02
 0.161500E+00      0.396929E+02
 0.160000E+00      0.396989E+02
 0.158500E+00      0.397050E+02
 0.157000E+00      0.397111E+02
 0.155500E+00      0.397172E+02
 0.154000E+00      0.397234E+02
 0.152500E+00      0.397297E+02
 0.151000E+00      0.397360E+02
 0.149500E+00      0.397424E+02
 0.148000E+00      0.397489E+02
 0.146500E+00      0.397554E+02
 0.145000E+00      0.397620E+02
 0.143500E+00      0.397686E+02
 0.142000E+00      0.397754E+02
 0.140500E+00      0.397822E+02
 0.139000E+00      0.397891E+02
 0.137500E+00      0.397960E+02
 0.136000E+00      0.398030E+02
 0.134500E+00      0.398101E+02
 0.133000E+00      0.398173E+02
 0.131500E+00      0.398246E+02
 0.130000E+00      0.398319E+02
 0.128500E+00      0.398394E+02
 0.127000E+00      0.398469E+02
 0.125500E+00      0.398545E+02
 0.124000E+00      0.398622E+02
 0.122500E+00      0.398700E+02
 0.121000E+00      0.398779E+02
 0.119500E+00      0.398859E+02
 0.118000E+00      0.398940E+02
 0.116500E+00      0.399022E+02
 0.115000E+00      0.399105E+02
 0.113500E+00      0.399189E+02
 0.112000E+00      0.399274E+02
 0.110500E+00      0.399360E+02
 0.109000E+00      0.399448E+02
 0.107500E+00      0.399537E+02
 0.106000E+00      0.399627E+02
 0.104500E+00      0.399718E+02
 0.103000E+00      0.399811E+02
 0.101500E+00      0.399905E+02
