 0.250000E+00     -0.898852E-03      0.959341E+00      0.287533E+00
 0.242500E+00     -0.301557E-01      0.934570E+00      0.271324E+00
 0.235000E+00     -0.604772E-01      0.909171E+00      0.254608E+00
 0.227500E+00     -0.919494E-01      0.883116E+00      0.237350E+00
 0.220000E+00     -0.124667E+00      0.856379E+00      0.219514E+00
 0.212500E+00     -0.158737E+00      0.828932E+00      0.201058E+00
 0.205000E+00     -0.194282E+00      0.800751E+00      0.181941E+00
 0.197500E+00     -0.231442E+00      0.771809E+00      0.162110E+00
 0.190000E+00     -0.270375E+00      0.742084E+00      0.141513E+00
 0.182500E+00     -0.311270E+00      0.711555E+00      0.120086E+00
 0.175000E+00     -0.354342E+00      0.680209E+00      0.977600E-01
 0.167500E+00     -0.399847E+00      0.648037E+00      0.744569E-01
 0.160000E+00     -0.448088E+00      0.615044E+00      0.500868E-01
 0.152500E+00     -0.499429E+00      0.581254E+00      0.245474E-01
 0.145000E+00     -0.554309E+00      0.546712E+00     -0.227914E-02
 0.137500E+00     -0.613268E+00      0.511503E+00     -0.305294E-01
 0.130000E+00     -0.676975E+00      0.475765E+00     -0.603630E-01
 0.122500E+00     -0.746274E+00      0.439714E+00     -0.919679E-01
 0.115000E+00     -0.822245E+00      0.403687E+00     -0.125568E+00
 0.107500E+00     -0.906300E+00      0.368198E+00     -0.161431E+00
 0.100000E+00     -0.100040E+01      0.334062E+00     -0.199903E+00
