 0.250000E+00      0.394131E+02
 0.100000E+00      0.400000E+02
 0.242500E+00      0.394326E+02
 0.235000E+00      0.394527E+02
 0.227500E+00      0.394735E+02
 0.220000E+00      0.394949E+02
 0.212500E+00      0.395171E+02
 0.205000E+00      0.395402E+02
 0.197500E+00      0.395640E+02
 0.190000E+00      0.395888E+02
 0.182500E+00      0.396146E+02
 0.175000E+00      0.396415E+02
 0.167500E+00      0.396696E+02
 0.160000E+00      0.396989E+02
 0.152500E+00      0.397297E+02
 0.145000E+00      0.397620E+02
 0.137500E+00      0.397960E+02
 0.130000E+00      0.398319E+02
 0.122500E+00      0.398700E+02
 0.115000E+00      0.399105E+02
 0.107500E+00      0.399537E+02
